 Andhra Pradesh,,,,,,,,,
,,,,,,5,Mandor,,
,,,,,,6,Osian,,
,,,,,,7,Phalodi,,
,,,,,,8,Shergarh,,
21,Karauli,,,,,1,Hindaun,,
,,,,,,2,Karauli,,
,,,,,,3,Sapotra,,
,,,,,,4,Todabhim,,
22,Kota,1,Ladpura,1,Itawa,1,Khairabad,,
,,2,Sultanpur,,,2,Sangod,,
23,Nagaur,,,1,Ladnu,1,Degana,,
,,,,2,Nagaur,2,Didwana,,
,,,,,,3,Jayal,,
,,,,,,4,Kuchaman City,,
,,,,,,5,Makrana,,
,,,,,,6,Merta,,
,,,,,,7,Mundwa,,
,,,,,,8,Parbatsar,,
,,,,,,9,Riyan,,
24,Pali,1,Rohat,,,1,Bali,,
,,2,Sumerpur,,,2,Desuri,,
,,,,,,3,Jaitaran,,
,,,,,,4,Marwar Junction,,
,,,,,,5,Raipur,,
,,,,,,6,Rani,,
,,,,,,7,Sojat,,
25,Pratapgarh,,,1,Dhariyabad,1,Arnod,,
,,,,,,2,Chhotisadri,,
,,,,,,3,Pratapgarh,,
26,Rajsamand,1,Deogarh,,,1,Amet,,
,,2,Khamnor,,,2,Bhim,,
,,3,Kumbhalgarh,,,3,Railmagra,,
,,,,,,4,Rajsamand,,
27,SWAIMADHOPUR,,,,,1,Bamanwas,,
,,,,,,2,Bonli,,
,,,,,,3,Gangapur,,
,,,,,,4,Khandar,,
,,,,,,5,Sawai Madhopur,,
28,Sikar,1,Fatehpur,,,1,Danta Ramgarh,,
,,,,,,2,Dhod,,
,,,,,,3,Khandela,,
,,,,,,4,Lachhmangarh,,
,,,,,,5,Neem Ka Thana,,
,,,,,,6,Piprali,,
,,,,,,7,Sri Madhopur,,
29,Sirohi,1,Abu Road,,,1,Reodar,,
,,2,Pindwara,,,2,Sheoganj,,
,,,,,,3,Sirohi,,
30,Tonk,,,,,1,Malpura,,
,,,,,,2,Niwai,,
,,,,,,3,Uniara,,
31,Udaipur,1,Girwa,,,1,Badgaon,,
,,2,Gogunda,,,2,Bhindar,,
,,3,Jhadol,,,3,Mavli,,
,,4,Kherwara,,,,,,
,,5,Lasadiya,,,,,,
,,6,Salumbar,,,,,,
,,7,Sarada,,,,,,
  Tamil Nadu,,,,,,,,,
1,Ariyalur,1,Sendurai,,,,,,
,,2,Suthamalli,,,,,,
2,Chennai,,,,,1,Egmore - Nungambakkam--I,,
,,,,,,2,Egmore - Nungambakkam--Ii,,
,,,,,,3,Egmore - Nungambakkam--Iii,,
,,,,,,4,Egmore - Nungambakkam-Iv,,
,,,,,,5,Kottai - Thondiarpet-I,,
,,,,,,6,Kottai - Thondiarpet-Ii,,
,,,,,,7,Kottai - Thondiarpet-Iii,,
,,,,,,8,Kottai - Thondiarpet-Iv,,
,,,,,,9,Mambalam - Guindy-I,,
,,,,,,10,Mambalam - Guindy-Ii,,
,,,,,,11,Mambalam - Guindy-Iii,,
,,,,,,12,Mambalam - Guindy-Iv,,
,,,,,,13,Mylapore - Tiruvallikeni--I,,
,,,,,,14,Mylapore - Tiruvallikeni--Ii,,
,,,,,,15,Mylapore - Tiruvallikeni--Iii,,
,,,,,,16,Mylapore - Tiruvallikeni--Iv,,
,,,,,,17,Purasawalkam -  Perambur-I,,
,,,,,,18,Purasawalkam -  Perambur-Ii,,
,,,,,,19,Purasawalkam -  Perambur-Iii,,
,,,,,,20,Purasawalkam -  Perambur-Iv,,
3,Coimbatore,1,Alandurai,1,Annur(S),1,Annur(N),,
,,2,Karamadai,2,Sarkar Samakulam,2,Anupparpalayam,,
,,3,Kottur,,,3,Coimbatore South,,
,,4,Madukkarai,,,4,Ganapathi,,
,,5,Marchinaickenpalayam,,,5,Karumathampatti,,
,,6,Mettupalayam,,,6,Kinathukatavu,,
,,7,Perur,,,7,Kolarpatti,,
,,8,Saravanampatti,,,8,Kovilpalayam,,
,,,,,,9,Ottakkal Mandabam,,
,,,,,,10,Perianegamam,,
,,,,,,11,Periyanaickenpalayam,,
,,,,,,12,Pollachi(N),,
,,,,,,13,Pollachi(S),,
,,,,,,14,Ramapattinam,,
,,,,,,15,Selakkarichal,,
,,,,,,16,Singanallur,,
,,,,,,17,Sulur,,
,,,,,,18,Thondamuthur,,
,,,,,,19,Thudialur,,
,,,,,,20,Vadachittur,,
,,,,,,21,Varapatti,,
4,Cuddalore,1,Manjakkuppam,1,Nellikuppam,1,Kammapuram(E),1,Parangipettai
,,2,Panruti,2,Pennadam,2,Kammapuram(W),,
,,3,Sethiyathope,,,3,Retty Chavadi,,
,,4,Sirupakkam,,,4,Thiruvanthipuram,,
,,5,Tittagudi (E),,,5,Umangalam,,
,,,,,,6,Virudhachalam (S),,
5,Dharmapuri,1,Dharmapuri,1,Morappur,1,Bommidi,,
,,2,Harur,2,Nallampalli,2,Indur,,
,,3,Krishnapuram,3,Pappireddipatty,3,Kadathur,,
,,4,Sunjalnatham,,,4,Kambainallur,,
,,5,Theerthamalai,,,5,Karimangalam,,
,,,,,,6,Marandahalli,,
,,,,,,7,Palacode,,
,,,,,,8,Palayam,,
,,,,,,9,Papparapatty,,
,,,,,,10,Pennagaram,,
,,,,,,11,Perumbalai,,
,,,,,,12,Pulikarai ,,
,,,,,,13,Thenkaraikottai,,
,,,,,,14,Vellichandai ,,
6,Dindigul,1,Athoor,1,Dharmathupatti,1,Ayyalur,,
,,2,Ayakudi,2,Dindigul South,2,Ayyampalayam,,
,,3,Dindigul North,3,Oruthattu,3,Chinnakkampatti,,
,,4,Kambiliampatti,4,Pillaiyarnatham,4,Chinnalpatti,,
,,5,Korikadavu,5,Thoppampatti,5,Devathur,,
,,6,Natham,,,6,Eriodu,,
,,7,Pappampatti,,,7,Kallimanthayam,,
,,8,Reddiapatti,,,8,Kottanatham,,
,,9,Senthurai,,,9,Kovilur,,
,,,,,,10,Nilakottai,,
,,,,,,11,Oddanchathram,,
,,,,,,12,Palakkanoothu,,
,,,,,,13,Palayam,,
,,,,,,14,Puliyurnatham,,
,,,,,,15,Reddiarchatram,,
,,,,,,16,Shanarpatti,,
,,,,,,17,Silvathur,,
,,,,,,18,Vadamadurai,,
,,,,,,19,Vatlagundu,,
,,,,,,20,Vedasandur,,
,,,,,,21,Viruveedu,,
7,Erode,1,Bhavani,1,Ammapettai,1,Anthiyur,,
,,2,Kanjikoil,2,Arachalur,2,Bhavanisagar,,
,,3,Kasipalayam,3,Arasur,3,Chennimalai,,
,,4,Kavandapadi,4,Athani,4,Elathur,,
,,5,Kilampadi,5,Erode West,5,Erode East,,
,,6,Kurichi,,,6,Erode North,,
,,7,Kuthiyalathur,,,7,Kodumudi,,
,,8,Sathyamangalam,,,8,Modakurichi,,
,,9,Siruvalur,,,9,Nambiyur,,
,,10,Thalavadi,,,10,Perundurai,,
,,11,Thingalur,,,11,Punjaipuliampatti,,
,,,,,,12,Vellode,,
8,KANCHIPURAM,1,Acchirupakkam,1,Appur,1,Govindhavadi,,
,,2,Chengalpattu,2,Arumpuliyur,2,L.Endathur,,
,,3,Cheyyur,3,Mangadu,3,Singaperumalkoil,,
,,4,Chithamur,4,Nerumbur,4,Sirukaveripakkam,,
,,5,Guduvancheri,5,Orathi,5,Walajabad,,
,,6,Jameenendathur,6,Thirukazhukundram,,,,
,,7,Kaliyampoondi,7,Thiruppu Kuzhi,,,,
,,8,Kattankulathur,8,Thirupulivanam,,,,
,,9,Kunnavakkam,,,,,,
,,10,Mamallapuram,,,,,,
,,11,Onampakkam,,,,,,
,,12,Perumpakkam,,,,,,
,,13,Ponvilayanthakalathur,,,,,,
,,14,Uthiramerur,,,,,,
,,15,Vandalur,,,,,,
9,Kanniyakumari,1,Rajakkamangalam,,,,,,
10,Karur,1,Karur,1,Kattalai,1,K.Paramathy,,
,,,,2,Pugalur,2,Kadavur,,
,,,,3,Thalapatti,3,Mailampatti,,
,,,,,,4,Pallapatti,,
,,,,,,5,Panjapatti,,
,,,,,,6,Thennilai,,
,,,,,,7,Thogaimalai,,
,,,,,,8,Thoranakalpatti,,
,,,,,,9,Vangal,,
,,,,,,10,Velliyanai,,
11,Krishnagiri,1,Barur,1,Hosur,1,Alapatti,,
,,2,Berigai,,,2,Bargur,,
,,3,Mathigiri,,,3,Guruparapalli,,
,,4,Nagarasampatti,,,4,Kallavi,,
,,5,Periyamuthur,,,5,Krishnagiri,,
,,6,Rayakottai,,,6,Mathur,,
,,7,Shoolagiri,,,7,Palepalli,,
,,8,Uthanapalli,,,8,Pochampalli,,
,,,,,,9,Samalpatti,,
,,,,,,10,Singarapettai,,
,,,,,,11,Uthangarai,,
,,,,,,12,Veppanapalli,,
12,Madurai,1,Athipatti,1,Kokkulam,1,A.Vellalapatti,,
,,2,Elumalai,2,Kottampatti,2,Muduvarpatti,,
,,3,Kalligudi,3,Madurai West,3,Palamedu,,
,,4,Karumathur,4,Sedapatti,4,Usilampatti,,
,,5,Madurai East,5,Sindhupatti,5,Uthappanaickanur,,
,,6,Nagamalali Pudukotta,,,,,,
,,7,Neerathan,,,,,,
,,8,Pannikkundu,,,,,,
,,9,Peraiyur,,,,,,
,,10,Thenkarai,,,,,,
,,11,Thirumangalam,,,,,,
,,12,Valanthur,,,,,,
,,13,Vellalur,,,,,,
13,Nagapattinam,,,1,Madhanam,1,Kuttalam,1,Kangalancheri
,,,,,,2,Manganallur,2,Kariyapattinam
,,,,,,3,Mayiladuthurai,3,Keelaiyur
,,,,,,4,Melaiyur,4,Kilvelur
,,,,,,5,Palaiyur,5,Nagappattinam
,,,,,,6,Pattavarthi,6,Nirmulai
,,,,,,7,Puthur,7,Thagatur
,,,,,,8,Sembanarkoil,8,Thalainayar
,,,,,,9,Sirkali,9,Therkupoigainallur
,,,,,,10,Thiruvilaiyattam,10,Thevoor
,,,,,,11,Vaitheeswaran Koil,11,Thillayadi
,,,,,,,,12,Thirukkuvalai
,,,,,,,,13,Thirumarugal
,,,,,,,,14,Thiruvengadu
,,,,,,,,15,Valivalam
,,,,,,,,16,Vedaranyam
,,,,,,,,17,Velanganni
14,Namakkal,1,Jedarpalayam,1,Elachipalayam,1,Alanganatham,,
,,2,Kumarapalayam,2,Pallapatti,2,Erumaipatti,,
,,3,Manickampalayam,,,3,Kalappanaikanpatti,,
,,4,Molasi,,,4,Mallasamudram,,
,,5,Tiruchengode,,,5,Mangalapuram,,
,,,,,,6,Mohanur,,
,,,,,,7,Mullukurichi,,
,,,,,,8,Nallipalayam,,
,,,,,,9,Nallur,,
,,,,,,10,Namagiripettai,,
,,,,,,11,Namakkal,,
,,,,,,12,Pandamangalam,,
,,,,,,13,Paramathi,,
,,,,,,14,Puduchatram,,
,,,,,,15,Rasipuram,,
,,,,,,16,Sellappampatti,,
,,,,,,17,Senthamagalam,,
,,,,,,18,Vaiyappamalai,,
,,,,,,19,Valaiyapatti,,
,,,,,,20,Vennandur,,
15,Perambalur,1,Kolakanatham,,,1,Chettikulam,,
,,2,Koothur,,,2,Keelapuliyur,,
,,,,,,3,Kurumbalur,,
,,,,,,4,Pasumbalur,,
,,,,,,5,Perambalur,,
,,,,,,6,Valikandapuram,,
,,,,,,7,Vengalam,,
16,Pudukkottai,1,Alangudi,,,,,1,Kottaipattinam
,,2,Arasarkulam,,,,,2,Perumaruthur
,,3,Karaiyur,,,,,3,Sinkavanam
,,4,Keeramangalam,,,,,,
,,5,Viralimalai,,,,,,
17,Ramanathapuram,1,Perunkulam,,,,,1,Kadaladi
,,,,,,,,2,Mangalakudi
,,,,,,,,3,Melachelvanur
,,,,,,,,4,Mudukulathur South
,,,,,,,,5,S.Tharaikudi
,,,,,,,,6,Sayalkudi
,,,,,,,,7,Sikkal
,,,,,,,,8,Thirupullani
,,,,,,,,9,Thondi
18,Salem,1,Belur,1,Poolampatti,1,Attur,,
,,2,Karupur,2,Suramangalam,2,Edappadi,,
,,3,Kolathur,,,3,Ernapuram,,
,,4,Mettur,,,4,Gangavalli,,
,,5,Pottaneri,,,5,Kadayampatti,,
,,6,Thevur,,,6,Karippatti,,
,,7,Veeraganoor,,,7,Kattukkottai,,
,,,,,,8,Konganapuram,,
,,,,,,9,Malliyakarai,,
,,,,,,10,Mecheri,,
,,,,,,11,Nangavalli,,
,,,,,,12,Omalur,,
,,,,,,13,Palamalai,,
,,,,,,14,Panamarathuppatti,,
,,,,,,15,Pethanaickanpalayam,,
,,,,,,16,Salem_Town,,
,,,,,,17,Sankari East,,
,,,,,,18,Sankari West,,
,,,,,,19,Semmandappatti,,
,,,,,,20,Thalaivasal,,
,,,,,,21,Tharamangalam,,
,,,,,,22,Thirumalaigiri,,
,,,,,,23,Valasaiyur,,
,,,,,,24,Vazhappadi,,
,,,,,,25,Veerapandi,,
,,,,,,26,Vembadithalam,,
,,,,,,27,Yethapur,,
19,Sivagangai,1,Varappur,,,,,,
20,Thanjavur,1,Adirampattinam,1,Kabisthalam,1,Aduthurai,,
,,2,Andikkadu,2,Pattukkottai,2,Ammapet,,
,,3,Budalur,3,Thanjavur,3,Avanam,,
,,4,Cholanmaligai,4,Thirukkattupalli,4,Ayyampettai,,
,,5,Kavalipatti,5,Thirumangalakottai,5,Devanancheri,,
,,6,Kurichi,,,6,Kandiyur,,
,,7,Nambivayal,,,7,Kathiramangalam,,
,,8,Perambur,,,8,Kumbakonam,,
,,9,Sillathur,,,9,Kuruvikarambai,,
,,10,Thambikkottai,,,10,Melattur,,
,,11,Ulur,,,11,Murukkangudi,,
,,,,,,12,Nachiyarkoil,,
,,,,,,13,Nadukaveri,,
,,,,,,14,Nanjikottai,,
,,,,,,15,Pandanallur,,
,,,,,,16,Papanasam,,
,,,,,,17,Ramapuram,,
,,,,,,18,Thiruvaiyaru,,
,,,,,,19,Thiruvidamarudur,,
,,,,,,20,Thondarampattu,,
,,,,,,21,Thuvarankurichi,,
,,,,,,22,Tiruchitrambalam,,
,,,,,,23,Tiruppanandal,,
,,,,,,24,Vallam,,
21,Theni,1,Devathanapatti,1,Andipatti,1,Erasakkanaickanur,,
,,2,Theni,2,Rajathani,2,Kandamanur,,
,,3,Thenkarai,,,3,Kodivilarpatti,,
,,4,Uthamapalayam,,,4,Thevaram,,
22,Thirunelveli,1,Alankulam,1,Ayikudi,1,Kallurani,,
,,2,Kadayanallur,2,Gudalur,2,Karisal Kulam,,
,,3,Levinjipuram,3,Thiruvengadem,3,Karivaklamvandanallur,,
,,4,Manur,4,Venkadampatti,4,Karuvantha,,
,,5,Sivanthipatti,5,Puliyankudi,5,Keezhapavoor,,
,,6,Thalaiyuthu,6,Radhapuram,6,Kurukkalpatti,,
,,7,Tisayanvilai,,,7,Nettur,,
,,8,Vasudevanallur,,,8,Pazhankottai,,
,,9,Veerakeralampudur,,,9,Pazhavoor,,
,,,,,,10,Sankarankoil,,
,,,,,,11,Sernthamangalam,,
,,,,,,12,Surandai,,
,,,,,,13,Uthumalai,,
,,,,,,14,Vannikonenthal,,
,,,,,,15,Veerasigamani,,
23,Thiruvallur,1,Ammanambakkam,1,Balapuram,1,Ambattur,1,Minjur
,,2,Avadi,2,Erumbi,2,Cherukkanoor,,
,,3,Kanagammachattram,3,Gummidipoondi,3,R.K.Pet,,
,,4,Kattur,4,Kadambathur,4,Vengathur,,
,,5,Madhavaram,5,Kannigaipair,,,,
,,6,Morai,6,Mappedu,,,,
,,7,Pallipattu,7,Thiruninravur,,,,
,,8,Periyapalayam,8,Uthukkottai,,,,
,,9,Poonamallee,,,,,,
,,10,Poonimangadu,,,,,,
,,11,Pothattur Pettai,,,,,,
,,12,Thirumazhisai,,,,,,
,,13,Tiruttani,,,,,,
,,14,Velakapuram,,,,,,
24,Thiruvannamalai,1,Agrapalayam,1,Chennavaram,1,Chengam,,
,,2,Anakavoor,2,Desur,2,Cheyyar,,
,,3,Dusi,3,Eraiyur,3,Kilpennathur,,
,,4,Kadaladi,4,Kelur,4,Malaiyur,,
,,5,Kalasapakkam,5,Kettavarampalayam,5,Melpallipattu,,
,,6,Kannamangalam,6,Kilkodungalur,6,Osur,,
,,7,Mandakolathur,7,Kolappalur,7,Pachal,,
,,8,Mangalam,8,Nayadumangalam,8,Pudupalayam,,
,,9,Modayur,9,Nedungunam,9,Somaspadi,,
,,10,Mullipattu,10,Peranamallur,10,Thandarampat,,
,,11,Nateri,11,Santhavasal,11,Thurinjapuram,,
,,12,Polur,12,Thachambadi,12,Vandavasi,,
,,13,T.V.Malai  (South),13,Thanipadi,13,Veraiyur,,
,,14,T.V.Malai (North),14,Thatchampattu,,,,
,,15,Thellar,15,Vadathandalam,,,,
,,16,Thethurai,16,Vanapuram,,,,
,,17,Vakkadai,,,,,,
,,18,Vettavlam,,,,,,
,,19,Vinnamangalam,,,,,,
25,Thiruvarur,1,Koothanallur,1,Thiruvizhimazhalai,1,Agarathirumalam,1,Alathampadi
,,2,Nannilam,,,2,Alangudi,2,Edaiyur
,,3,Sannanallur,,,3,Avoor,3,Muthupet
,,,,,,4,Kodavasal,4,Thiruthuraipoondi
,,,,,,5,Koradacheri,,
,,,,,,6,Kulikkarai,,
,,,,,,7,Peralam,,
,,,,,,8,Thirukkannamangai,,
,,,,,,9,Valangaiman,,
26,Thoothukudi,1,Kadambur,1,Parivallikottai,1,Ilayarasanendal,,
,,2,Kayathar,,,2,Pallakurichi,,
,,3,Ottapidaram,,,3,Udangudi,,
,,4,Sattankulam,,,,,,
27,Trichy,1,Ealurpatti,1,Eragudi,1,Kannanur,,
,,2,Mannachanallur,2,Manapparai,2,Kariyamanickam,,
,,3,Musiri,3,Pannappatti,3,Kattuputhur,,
,,4,Sirugambur,4,Peruvalpur,4,Koppampatti,,
,,5,Uppiliyapuram,5,Sengattuppatti,5,Manikandam,,
,,,,6,Thottiyam,6,Marungapuri,,
,,,,7,V.Periyapatti,7,Pulivalam,,
,,,,,,8,Thathaiyangarpettai,,
,,,,,,9,Thumbalam,,
,,,,,,10,Thuraiyur,,
,,,,,,11,Thuvarangurichi,,
,,,,,,12,Vaiyampatti,,
,,,,,,13,Valaieduppu,,
28,Tiruppur,1,Alangiyam,1,Cheyur,1,Avinashi(E),,
,,2,Dharapuram,2,Nathakadaiyur,2,Avinashi(W),,
,,3,Kurichikottai,3,Tiruppur (N),3,Avinashipalayam(S),,
,,4,Thungavi,4,Vellakoil,4,Gudimangalam,,
,,5,Udumalpet,,,5,Kangeyam,,
,,,,,,6,Kannivadi,,
,,,,,,7,Karadivavi,,
,,,,,,8,Kundadam,,
,,,,,,9,Kunnathur,,
,,,,,,10,Mulanur,,
,,,,,,11,Palladam,,
,,,,,,12,Periavalavadi,,
,,,,,,13,Perumanallur,,
,,,,,,14,Pethappampatti,,
,,,,,,15,Pongalur,,
,,,,,,16,Ponnapuram,,
,,,,,,17,Samalapuram,,
,,,,,,18,Sankarandampalayam,,
,,,,,,19,Tiruppur (S),,
,,,,,,20,Uthiyur,,
,,,,,,21,Uthukuli,,
29,Vellore,1,Andiyappanur,1,Agaram,1,Ambalur,,
,,2,Arakonam(South),2,Alangayam,2,Ambur,,
,,3,Banavaram,3,Kandhili,3,Ammanankoil,,
,,4,Koratti,4,Kaniyambadi,4,Anaicut,,
,,5,Mambakkam,5,Kaveripakkam,5,Arcot,,
,,6,Melpadi,6,Melasannankuppam,6,Gudiyatham (West),,
,,7,Natrampalli,7,Melpatti,7,Gudiyatham(East),,
,,8,Pallur,8,Odugathur,8,Jolarpet,,
,,9,Panapakkam,,,9,K.V.Kuppam,,
,,10,Paranji,,,10,Kalavai,,
,,11,Pernampattu,,,11,Katpadi,,
,,12,Ranipet,,,12,Madhanur,,
,,13,Sholinghur,,,13,Nemili,,
,,14,Thiruvalam,,,14,Pallikonda,,
,,15,Velam,,,15,Pennathur,,
,,16,Visharam,,,16,Pudupadi,,
,,17,Walajah,,,17,Sathuvachari,,
,,,,,,18,Thenvellore,,
,,,,,,19,Thuthipattu,,
,,,,,,20,Timiri,,
,,,,,,21,Tirupathur,,
,,,,,,22,Ussoor,,
,,,,,,23,Vadavellore,,
,,,,,,24,Vaduganthangal,,
,,,,,,25,Valathur,,
,,,,,,26,Vaniyambadi,,
30,Villupuram,1,Arakandanallur,1,Chinnaselam,1,Anniyur,,
,,2,Kallakurichi,2,Kanjanur,2,Arasur,,
,,3,Kalvarayan Malai,3,Vanur,3,Avalurpettai,,
,,4,Kanai,4,Villupuram,4,Brammadesam,,
,,5,Kandamangalam,,,5,Chithalingamadam,,
,,6,Mailam,,,6,Elavanasurkottai,,
,,7,Manalurpettai,,,7,Eraiyur,,
,,8,Mugaiyur,,,8,Gingee,,
,,9,Sengurichi,,,9,Indili,,
,,10,Thirukoilur,,,10,Kalamarudur,,
,,11,Vadakanandal,,,11,Kiliyanur,,
,,,,,,12,Marakanam,,
,,,,,,13,Melmalayanur,,
,,,,,,14,Melolakkur,,
,,,,,,15,Nagalur,,
,,,,,,16,Nainarpalayam,,
,,,,,,17,Nemili,,
,,,,,,18,Olakkur,,
,,,,,,19,Sathampati ,,
,,,,,,20,Sathiyamangalam,,
,,,,,,21,Sithalampattu,,
,,,,,,22,Siruvadi,,
,,,,,,23,T.V.Nallur,,
,,,,,,24,Thiyagadurgam,,
,,,,,,25,Tindivanam,,
,,,,,,26,Ulundurpettai,,
,,,,,,27,Uppuvelur,,
,,,,,,28,Vadasiruvalur,,
,,,,,,29,Vallam,,
,,,,,,30,Vikkiravandi,,
31,Virudhunagar,1,Amathur,1,Mallankinar,1,Cholapuram,,
,,2,Elayiram- Pannai,2,Mangalam,2,Ethirkottai,,
,,3,Iyankollankondan,3,Salwarpatti,3,Keelarajakularaman,,
,,4,Kottaiyur,4,Vatchakara-Patti,4,Nathampatti,,
,,5,Malli,,,5,Pillaiyarkulam,,
,,6,Nalli,,,,,,
,,7,Ondipulinaickanur,,,,,,
,,8,Rajapalayam,,,,,,
,,9,Sivakasi,,,,,,
,,10,Srivilliputtur,,,,,,
,,11,Watrap,,,,,,
ANDHRA PRADESH,,,,,,,,,
1,Adilabad,1,Bhainsa,1,Chennur,1,Nirmal,,
,,2,Dilawarpur,,,2,Laxmanchanda,,
,,3,Lokeshwaram,,,,,,
2,Khammam,,,,,1,Tirumalayapalem ,,
3,Karimnagar,1,Chandurthi   ,1,Bejjanki,1,Bheemadevarpalle  ,,
,,2,Elkathurthi   ,,,2,Chigurmamidi    ,,
,,3,Sircilla   ,,,3,Gangadhara   ,,
,,4,Ellanthakunta,,,4,Husnabad   ,,
,,5,Velgatoor   ,,,5,Kathlapur   ,,
,,6,Vemulawada,,,6,Kodimial   ,,
,,,,,,7,Konaraopeta,,
,,,,,,8,Mallial   ,,
,,,,,,9,Medipalle  ,,
,,,,,,10,Mustabad   ,,
,,,,,,11,Ramadugu   ,,
,,,,,,12,Shankarapatnam_Keshavapatnam  ,,
4,Mahaboob-Nagar,1,Amangal,1,Addakal,1,Midjil,,
,,2,Balanagar,2,Keshampeta,,,,
,,3,Bijinapalle,,,,,,
,,4,Bomraspeta,,,,,,
,,5,Dhanwada,,,,,,
,,6,Doulatabad,,,,,,
,,7,Jadcherla,,,,,,
,,8,Kalwakurthy,,,,,,
,,9,Koilkonda,,,,,,
,,10,Kondurg,,,,,,
,,11,Kothur,,,,,,
,,12,Maddur,,,,,,
,,13,Nawabpet,,,,,,
,,14,Shadnagar ,,,,,,
,,15,Tadoor,,,,,,
,,16,Talakondapalle,,,,,,
,,17,Thimmajipeta,,,,,,
,,18,Uppununthala,,,,,,
,,19,Wanaparthy,,,,,,
5,Medak,1,Chegunta,1,Mulugu ,1,Chinnakodur ,,
,,2,Doulthabad ,2,Narsapur,2,Dubbak ,,
,,3,Jagdevpur ,,,3,Hathnura ,,
,,4,Ramayampet ,,,4,Kondapak ,,
,,5,Rc Puram ,,,5,Mirdoddi ,,
,,6,Zaheerabad,,,6,Nanganur ,,
,,,,,,7,.Nyalkal ,,
,,,,,,8,Raikode ,,
,,,,,,9,Siddipet ,,
,,,,,,10,Thoguta ,,
,,,,,,11,Wargal ,,
,,,,,,12,Kowdipally,,
6,Nalgonda,1,Bhongir,1,Chityala,1,Chandur ,,
,,2,Bibinagar ,2,Atmakur (S),2,Gundala ,,
,,3,Chintha Palle ,,,3,Mothey ,,
,,4,Gurram Pode ,,,4,Munugode ,,
,,5,Kanagal,,,5,Nakrekal ,,
,,6,Nampalle ,,,,,,
,,7,Narayanapur,,,,,,
,,8,Nuthankal,,,,,,
,,9,Sali Gouraram,,,,,,
,,10,Thirumalgiri,,,,,,
,,11,Thungathurthi,,,,,,
7,Nizamabad,1,Biknoor,1,Sadashivanagar,1,Kamareddy,,
,,2,Domakonda,,,2,Velpoor,,
,,3,Machareddy,,,,,,
,,4,Morthad,,,,,,
8,Ranga Reddy,1,Ibrahimpatnam ,,,,,,
,,2,Kandukur ,,,,,,
,,3,Maheshwaram ,,,,,,
,,4,Manchal ,,,,,,
,,5,Medchal ,,,,,,
,,6,Shabad ,,,,,,
,,7,Shamshabad ,,,,,,
,,8,Shankarpally ,,,,,,
,Hyderabad,,,,,1,Hyderabad,,
9,Warangal,1,Cherial,1,Lingala Ghanpur,1,Bachannapet,,
,,2,Devaruppula,2,Rayaparthy,2,Chennaraopet,,
,,3,Dharmasagar,3,Narmetta,3,Duggondi,,
,,4,Nellikudur,,,4,Geesugonda,,
,,5,Parvatagiri,,,5,Jangaon,,
,,6,Stn Ghanpur,,,6,Kodakandla,,
,,7,Zaffergadh,,,7,Maddur,,
,,8,Atmakur,,,8,Raghunathpally,,
,,9,Dornakal,,,9,Thorrur,,
,,10,Hasanparthy,,,10,Wardhannapet,,
,,11,Mahabubabad,,,,,,
,,12,Maripeda,,,,,,
,,13,Mogullapally,,,,,,
,,14,Narsampet,,,,,,
,,15,Palakurthy,,,,,,
,,16,Sangem,,,,,,
,,17,Shayampet,,,,,,
UttarPradesh,,,,,,,,,
1,Agra,1,Jagner,,,1,Achhnera,,
,,2,Kheragarh,,,2,Akola,,
,,,,,,3,Barauli Ahir,,
,,,,,,4,Bichpuri,,
,,,,,,5,Etmadpur,,
,,,,,,6,Fatehabad,,
,,,,,,7,Fatehpur Sikari,,
,,,,,,8,Khandauli,,
,,,,,,9,Saiyan,,
,,,,,,10,Shamsabad,,
2,Aligarh,,,,,1,Chandaus,,
,,,,,,2,Iglas,,
3,Allahabad,,,1, Bahadurpur,1,Baheria,,
,,,,2,Holagarh,2,Chaka,,
,,,,3,Pratappur,3,Dhanupur,,
,,,,,,4,Mau-Aima,,
4,Ambedkar Nagar,1,Jahangirganj,,,,,,
5,Amethi,1,Bhadar,,,,,,
,,2,Sangrampur,,,,,,
6,JYOTIBAPHULE NAGAR,,,,,1,Amroha,,
,,,,,,2,Dhanaura,,
,,,,,,3,Gajraula,,
,,,,,,4,Hasanpur,,
,,,,,,5,Joya,,
7,Azamgarh,,,1,Palhani,1,Sathiaon,,
8,Baghpat,1,Baraut,1,Baghpat,1,Binauli,,
,,,,2,Chaprauli,2,Pilana,,
,,,,3,Khekra,,,,
9,Ballia,1,Rasara,,,,,,
10,Banda,,Tindwari,,,,,,
11,Bareilly,,Ram Nagar,,,,,,
12,Bijnor,,,1,Aaku (Nehtaur),1,Budhanpur (Seohara),,
,,,,,,2,Jaleelpur,,
,,,,,,3,Noorpur,,
13,BADAUN,1,Asafpur,1,Islamnagar,1,Ambiapur,,
,,2,Bisauli,2,Quadar Chowk,,,,
,,,,3,Sahaswan,,,,
,,,,4,Ujhani,,,,
14,BULANDSAHAR,1,Debai,1,B.B.Nagar,1,Bulandshahar,,
,,2,Jahangirabad,2,Danpur,2,Gulauthi,,
,,3,Siyana,3,Khurja,3,Sikandrabad,,
,,4,Unchagaon,4,Pahasu,,,,
,,,,5,Shikarpur,,,,
15,Chitrakoot,,,,,1,Karvi,,
16,Etah,1,Awagarh,1,Nidholi Kalan,1,Jalesar,,
